message,concepts
"(11, 39, 16, 0)","[((8, 13, '?'), (1, 1, 0))]"
"(11, 39, 31, 0)","[((8, 6, 15), (1, 1, 1)), ((8, 7, 15), (1, 1, 1)), ((3, 7, 10), (1, 1, 1)), ((8, 7, 10), (1, 1, 1)), ((3, 7, 15), (1, 1, 1)), ((8, 6, 12), (1, 1, 1)), ((8, 7, 10), (1, 1, 1)), ((8, 6, 15), (1, 1, 1)), ((3, 6, 10), (1, 1, 1)), ((8, 6, 15), (1, 1, 1)), ((3, 7, 12), (1, 1, 1)), ((8, 6, 10), (1, 1, 1)), ((3, 6, 12), (1, 1, 1)), ((8, 6, 10), (1, 1, 1)), ((8, 7, 10), (1, 1, 1)), ((3, 6, 12), (1, 1, 1)), ((8, 6, 15), (1, 1, 1)), ((3, 6, 12), (1, 1, 1)), ((8, 6, 12), (1, 1, 1)), ((3, 6, 10), (1, 1, 1)), ((8, 7, 10), (1, 1, 1)), ((3, 7, 15), (1, 1, 1)), ((8, 6, 10), (1, 1, 1)), ((8, 7, 10), (1, 1, 1)), ((3, 7, 12), (1, 1, 1)), ((3, 6, 10), (1, 1, 1)), ((8, 7, 10), (1, 1, 1)), ((8, 6, 12), (1, 1, 1)), ((8, 6, 12), (1, 1, 1)), ((8, 6, 15), (1, 1, 1)), ((3, 6, 12), (1, 1, 1)), ((3, 6, 15), (1, 1, 1)), ((8, 6, 12), (1, 1, 1)), ((3, 7, 12), (1, 1, 1)), ((3, 6, 15), (1, 1, 1)), ((3, 7, 10), (1, 1, 1)), ((8, 7, 10), (1, 1, 1)), ((3, 7, 12), (1, 1, 1)), ((3, 6, 15), (1, 1, 1)), ((3, 6, 12), (1, 1, 1)), ((3, 7, 15), (1, 1, 1)), ((8, 7, 15), (1, 1, 1)), ((3, 6, 10), (1, 1, 1)), ((8, 6, 12), (1, 1, 1)), ((8, 6, 12), (1, 1, 1)), ((8, 7, 15), (1, 1, 1)), ((8, 6, 12), (1, 1, 1)), ((3, 6, 15), (1, 1, 1)), ((3, 6, 15), (1, 1, 1)), ((8, 7, 15), (1, 1, 1)), ((3, 7, 12), (1, 1, 1)), ((8, 6, 15), (1, 1, 1)), ((3, 6, 15), (1, 1, 1)), ((8, 6, 10), (1, 1, 1)), ((3, 7, 12), (1, 1, 1)), ((3, 6, 12), (1, 1, 1)), ((8, 7, 15), (1, 1, 1)), ((8, 7, 10), (1, 1, 1)), ((8, 6, 10), (1, 1, 1)), ((8, 6, 10), (1, 1, 1)), ((3, 7, 15), (1, 1, 1)), ((8, 6, 12), (1, 1, 1)), ((8, 6, 15), (1, 1, 1)), ((3, 7, 12), (1, 1, 1)), ((3, 6, 15), (1, 1, 1)), ((3, 6, 10), (1, 1, 1)), ((3, 6, 15), (1, 1, 1)), ((3, 6, 12), (1, 1, 1)), ((3, 6, 12), (1, 1, 1)), ((3, 6, 10), (1, 1, 1)), ((8, 6, 10), (1, 1, 1)), ((8, 7, 10), (1, 1, 1)), ((8, 7, 15), (1, 1, 1)), ((3, 7, 10), (1, 1, 1)), ((8, 7, 15), (1, 1, 1)), ((3, 6, 10), (1, 1, 1)), ((8, 6, 15), (1, 1, 1)), ((8, 7, 10), (1, 1, 1)), ((8, 6, 10), (1, 1, 1)), ((3, 7, 10), (1, 1, 1))]"
"(11, 39, 32, 0)","[((8, 10, 6), (1, 1, 1)), ((3, 10, 6), (1, 1, 1)), ((3, 13, 6), (1, 1, 1)), ((3, 10, 6), (1, 1, 1)), ((3, 13, 6), (1, 1, 1)), ((8, 8, 6), (1, 1, 1)), ((3, 10, 6), (1, 1, 1)), ((8, 8, 6), (1, 1, 1)), ((3, 10, 6), (1, 1, 1)), ((3, 13, 6), (1, 1, 1)), ((3, 13, 6), (1, 1, 1)), ((3, 8, 6), (1, 1, 1)), ((8, 10, 6), (1, 1, 1)), ((3, 10, 6), (1, 1, 1)), ((3, 13, 6), (1, 1, 1)), ((3, 10, 6), (1, 1, 1)), ((3, 10, 6), (1, 1, 1))]"
"(11, 39, 39, 0)","[((3, 10, 15), (1, 1, 1)), ((3, 10, 10), (1, 1, 1)), ((3, 8, 10), (1, 1, 1)), ((3, 8, 10), (1, 1, 1)), ((3, 10, 10), (1, 1, 1)), ((3, 8, 15), (1, 1, 1)), ((3, 8, 15), (1, 1, 1)), ((3, 8, 15), (1, 1, 1)), ((8, 13, 12), (1, 1, 1)), ((8, 8, 10), (1, 1, 1)), ((8, 10, 12), (1, 1, 1)), ((8, 10, 12), (1, 1, 1)), ((8, 8, 15), (1, 1, 1)), ((8, 8, 10), (1, 1, 1)), ((8, 13, 12), (1, 1, 1)), ((8, 10, 12), (1, 1, 1)), ((8, 13, 12), (1, 1, 1)), ((3, 13, 10), (1, 1, 1)), ((3, 13, 12), (1, 1, 1)), ((3, 8, 15), (1, 1, 1)), ((3, 13, 10), (1, 1, 1)), ((8, 13, 12), (1, 1, 1)), ((8, 8, 15), (1, 1, 1)), ((3, 8, 12), (1, 1, 1)), ((3, 10, 15), (1, 1, 1)), ((8, 8, 15), (1, 1, 1)), ((8, 13, 12), (1, 1, 1)), ((3, 8, 10), (1, 1, 1)), ((8, 13, 15), (1, 1, 1)), ((8, 13, 12), (1, 1, 1)), ((3, 8, 12), (1, 1, 1)), ((3, 10, 10), (1, 1, 1)), ((8, 8, 15), (1, 1, 1)), ((3, 10, 10), (1, 1, 1)), ((8, 13, 15), (1, 1, 1)), ((3, 10, 10), (1, 1, 1)), ((8, 8, 15), (1, 1, 1)), ((3, 13, 10), (1, 1, 1)), ((8, 10, 12), (1, 1, 1)), ((8, 10, 10), (1, 1, 1)), ((8, 8, 10), (1, 1, 1)), ((3, 13, 12), (1, 1, 1)), ((3, 13, 10), (1, 1, 1)), ((8, 13, 15), (1, 1, 1)), ((3, 10, 10), (1, 1, 1)), ((8, 10, 12), (1, 1, 1)), ((8, 8, 10), (1, 1, 1)), ((8, 8, 15), (1, 1, 1)), ((8, 13, 15), (1, 1, 1)), ((8, 8, 10), (1, 1, 1)), ((3, 13, 10), (1, 1, 1)), ((3, 13, 10), (1, 1, 1)), ((3, 8, 12), (1, 1, 1)), ((8, 10, 10), (1, 1, 1)), ((8, 10, 10), (1, 1, 1)), ((8, 10, 10), (1, 1, 1)), ((8, 13, 12), (1, 1, 1)), ((3, 10, 15), (1, 1, 1)), ((3, 8, 10), (1, 1, 1)), ((3, 10, 15), (1, 1, 1)), ((8, 8, 15), (1, 1, 1)), ((8, 10, 12), (1, 1, 1)), ((8, 8, 15), (1, 1, 1)), ((3, 10, 15), (1, 1, 1)), ((8, 10, 10), (1, 1, 1)), ((3, 8, 12), (1, 1, 1)), ((8, 10, 12), (1, 1, 1)), ((8, 8, 10), (1, 1, 1)), ((3, 8, 12), (1, 1, 1)), ((3, 13, 12), (1, 1, 1)), ((8, 8, 10), (1, 1, 1)), ((3, 8, 12), (1, 1, 1)), ((3, 8, 12), (1, 1, 1)), ((8, 10, 10), (1, 1, 1)), ((3, 10, 15), (1, 1, 1)), ((8, 13, 15), (1, 1, 1)), ((3, 13, 12), (1, 1, 1)), ((8, 8, 10), (1, 1, 1)), ((3, 8, 15), (1, 1, 1)), ((3, 13, 10), (1, 1, 1)), ((3, 8, 12), (1, 1, 1)), ((3, 8, 15), (1, 1, 1)), ((8, 10, 10), (1, 1, 1)), ((3, 10, 10), (1, 1, 1)), ((8, 10, 12), (1, 1, 1)), ((8, 13, 15), (1, 1, 1)), ((3, 8, 10), (1, 1, 1)), ((3, 10, 15), (1, 1, 1)), ((8, 13, 15), (1, 1, 1)), ((8, 8, 10), (1, 1, 1)), ((3, 8, 10), (1, 1, 1)), ((8, 8, 15), (1, 1, 1)), ((3, 8, 15), (1, 1, 1)), ((8, 10, 10), (1, 1, 1)), ((8, 13, 15), (1, 1, 1)), ((8, 10, 12), (1, 1, 1)), ((3, 8, 10), (1, 1, 1))]"
"(11, 46, 1, 0)","[((4, 4, '?'), (1, 1, 0))]"
"(11, 46, 16, 0)","[((4, 4, '?'), (1, 1, 0)), ((4, 9, '?'), (1, 1, 0)), ((4, 9, '?'), (1, 1, 0)), ((4, 9, '?'), (1, 1, 0)), ((4, 4, '?'), (1, 1, 0)), ((4, 9, '?'), (1, 1, 0)), ((4, 4, '?'), (1, 1, 0)), ((4, 9, '?'), (1, 1, 0)), ((4, 9, '?'), (1, 1, 0)), ((4, 4, '?'), (1, 1, 0)), ((4, 9, '?'), (1, 1, 0)), ((4, 9, '?'), (1, 1, 0)), ((4, 4, '?'), (1, 1, 0)), ((4, 4, '?'), (1, 1, 0)), ((4, 4, '?'), (1, 1, 0))]"
"(11, 50, 4, 0)","[((4, 4, 1), (1, 1, 1)), ((4, 9, 14), (1, 1, 1)), ((4, 9, 1), (1, 1, 1)), ((4, 9, 14), (1, 1, 1)), ((4, 9, 7), (1, 1, 1)), ((4, 4, 1), (1, 1, 1)), ((4, 4, 1), (1, 1, 1)), ((4, 9, 7), (1, 1, 1)), ((4, 4, 14), (1, 1, 1)), ((4, 4, 14), (1, 1, 1)), ((4, 4, 3), (1, 1, 1)), ((4, 4, 14), (1, 1, 1)), ((4, 9, 7), (1, 1, 1)), ((4, 9, 14), (1, 1, 1)), ((4, 9, 14), (1, 1, 1)), ((4, 9, 1), (1, 1, 1)), ((4, 4, 1), (1, 1, 1)), ((4, 9, 7), (1, 1, 1)), ((4, 4, 1), (1, 1, 1)), ((4, 4, 14), (1, 1, 1)), ((4, 4, 13), (1, 1, 1)), ((4, 4, 14), (1, 1, 1)), ((4, 9, 14), (1, 1, 1)), ((4, 4, 1), (1, 1, 1)), ((4, 9, 1), (1, 1, 1)), ((4, 9, 7), (1, 1, 1)), ((4, 9, 3), (1, 1, 1)), ((4, 4, 1), (1, 1, 1)), ((4, 9, 14), (1, 1, 1)), ((4, 4, 13), (1, 1, 1)), ((4, 9, 14), (1, 1, 1)), ((4, 9, 7), (1, 1, 1)), ((4, 9, 1), (1, 1, 1)), ((4, 4, 3), (1, 1, 1)), ((4, 4, 13), (1, 1, 1)), ((4, 9, 3), (1, 1, 1)), ((4, 9, 7), (1, 1, 1)), ((4, 4, 1), (1, 1, 1)), ((4, 4, 13), (1, 1, 1)), ((4, 9, 14), (1, 1, 1)), ((4, 9, 1), (1, 1, 1)), ((4, 4, 13), (1, 1, 1)), ((4, 4, 14), (1, 1, 1)), ((4, 9, 14), (1, 1, 1)), ((4, 4, 14), (1, 1, 1)), ((4, 9, 1), (1, 1, 1)), ((4, 9, 3), (1, 1, 1)), ((4, 4, 14), (1, 1, 1)), ((4, 4, 14), (1, 1, 1)), ((4, 9, 7), (1, 1, 1))]"
"(11, 50, 16, 0)","[((4, 4, 13), (1, 1, 1))]"
"(11, 50, 20, 0)","[((5, 9, 4), (1, 1, 1)), ((5, 9, 9), (1, 1, 1)), ((2, 4, 11), (1, 1, 1)), ((2, 4, 4), (1, 1, 1)), ((2, 4, 4), (1, 1, 1)), ((2, 4, 11), (1, 1, 1)), ((5, 4, 9), (1, 1, 1)), ((5, 4, 9), (1, 1, 1)), ((5, 9, 4), (1, 1, 1)), ((5, 4, 11), (1, 1, 1)), ((2, 4, 11), (1, 1, 1)), ((2, 9, 4), (1, 1, 1)), ((5, 9, 11), (1, 1, 1)), ((2, 4, 11), (1, 1, 1)), ((2, 4, 9), (1, 1, 1)), ((5, 9, 9), (1, 1, 1)), ((5, 9, 4), (1, 1, 1)), ((5, 4, 11), (1, 1, 1)), ((2, 9, 4), (1, 1, 1)), ((5, 9, 11), (1, 1, 1)), ((2, 4, 4), (1, 1, 1)), ((5, 4, 9), (1, 1, 1)), ((2, 9, 9), (1, 1, 1)), ((5, 9, 9), (1, 1, 1)), ((5, 4, 11), (1, 1, 1)), ((2, 4, 4), (1, 1, 1)), ((2, 4, 11), (1, 1, 1)), ((5, 9, 4), (1, 1, 1)), ((2, 4, 11), (1, 1, 1)), ((2, 4, 9), (1, 1, 1)), ((2, 9, 4), (1, 1, 1)), ((2, 4, 9), (1, 1, 1)), ((2, 9, 4), (1, 1, 1)), ((2, 9, 11), (1, 1, 1)), ((2, 4, 9), (1, 1, 1)), ((2, 4, 4), (1, 1, 1)), ((2, 9, 9), (1, 1, 1)), ((2, 9, 11), (1, 1, 1)), ((2, 9, 4), (1, 1, 1)), ((5, 9, 9), (1, 1, 1)), ((2, 4, 4), (1, 1, 1)), ((2, 9, 9), (1, 1, 1)), ((2, 9, 11), (1, 1, 1)), ((2, 4, 9), (1, 1, 1)), ((2, 9, 4), (1, 1, 1)), ((5, 9, 4), (1, 1, 1)), ((2, 9, 11), (1, 1, 1)), ((2, 4, 11), (1, 1, 1)), ((2, 9, 11), (1, 1, 1)), ((5, 9, 11), (1, 1, 1)), ((5, 9, 11), (1, 1, 1)), ((5, 9, 11), (1, 1, 1)), ((2, 9, 9), (1, 1, 1)), ((2, 9, 9), (1, 1, 1)), ((5, 9, 9), (1, 1, 1)), ((5, 4, 9), (1, 1, 1)), ((5, 9, 9), (1, 1, 1)), ((2, 9, 9), (1, 1, 1)), ((5, 9, 4), (1, 1, 1)), ((5, 9, 11), (1, 1, 1)), ((5, 9, 11), (1, 1, 1)), ((2, 9, 11), (1, 1, 1)), ((5, 9, 11), (1, 1, 1)), ((5, 4, 9), (1, 1, 1)), ((5, 4, 11), (1, 1, 1)), ((2, 9, 11), (1, 1, 1)), ((2, 4, 9), (1, 1, 1)), ((5, 4, 9), (1, 1, 1)), ((5, 9, 9), (1, 1, 1)), ((5, 4, 9), (1, 1, 1)), ((5, 9, 4), (1, 1, 1)), ((2, 9, 9), (1, 1, 1)), ((2, 4, 9), (1, 1, 1)), ((2, 9, 9), (1, 1, 1)), ((2, 4, 11), (1, 1, 1)), ((5, 9, 4), (1, 1, 1)), ((2, 4, 9), (1, 1, 1)), ((5, 9, 11), (1, 1, 1))]"
"(11, 50, 23, 0)","[((4, 4, 4), (1, 1, 1))]"
"(11, 50, 44, 0)","[((4, 4, 9), (1, 1, 1)), ((4, 4, 4), (1, 1, 1)), ((4, 4, 4), (1, 1, 1)), ((4, 4, 9), (1, 1, 1)), ((4, 4, 9), (1, 1, 1)), ((4, 4, 4), (1, 1, 1)), ((4, 4, 4), (1, 1, 1)), ((4, 9, 4), (1, 1, 1)), ((4, 4, 4), (1, 1, 1)), ((4, 9, 4), (1, 1, 1)), ((4, 9, 4), (1, 1, 1)), ((4, 9, 4), (1, 1, 1)), ((4, 4, 9), (1, 1, 1)), ((4, 9, 4), (1, 1, 1)), ((4, 9, 4), (1, 1, 1)), ((4, 9, 4), (1, 1, 1)), ((4, 4, 9), (1, 1, 1)), ((4, 4, 4), (1, 1, 1)), ((4, 4, 9), (1, 1, 1)), ((4, 4, 9), (1, 1, 1)), ((4, 4, 4), (1, 1, 1)), ((4, 9, 4), (1, 1, 1)), ((4, 4, 9), (1, 1, 1))]"
"(11, 50, 46, 0)","[((4, 4, 13), (1, 1, 1))]"
"(11, 50, 50, 0)","[((5, 4, 7), (1, 1, 1)), ((2, 4, 3), (1, 1, 1)), ((2, 9, 3), (1, 1, 1)), ((2, 4, 3), (1, 1, 1)), ((5, 9, 14), (1, 1, 1)), ((5, 9, 7), (1, 1, 1)), ((5, 9, 13), (1, 1, 1)), ((5, 9, 7), (1, 1, 1)), ((2, 9, 3), (1, 1, 1)), ((2, 4, 3), (1, 1, 1)), ((2, 9, 3), (1, 1, 1)), ((5, 9, 3), (1, 1, 1)), ((5, 9, 1), (1, 1, 1)), ((5, 9, 3), (1, 1, 1)), ((5, 9, 13), (1, 1, 1)), ((2, 9, 3), (1, 1, 1)), ((5, 9, 1), (1, 1, 1)), ((5, 9, 3), (1, 1, 1)), ((5, 4, 7), (1, 1, 1)), ((5, 4, 13), (1, 1, 1)), ((5, 4, 14), (1, 1, 1)), ((2, 9, 1), (1, 1, 1)), ((5, 4, 7), (1, 1, 1)), ((5, 9, 14), (1, 1, 1)), ((5, 4, 7), (1, 1, 1)), ((5, 9, 7), (1, 1, 1)), ((5, 4, 14), (1, 1, 1)), ((5, 4, 14), (1, 1, 1)), ((5, 4, 7), (1, 1, 1)), ((2, 4, 3), (1, 1, 1)), ((5, 9, 13), (1, 1, 1)), ((2, 9, 14), (1, 1, 1)), ((5, 9, 14), (1, 1, 1)), ((5, 9, 3), (1, 1, 1)), ((2, 4, 3), (1, 1, 1)), ((2, 4, 3), (1, 1, 1)), ((5, 4, 14), (1, 1, 1)), ((5, 9, 3), (1, 1, 1))]"
"(12, 1, 19, 0)","[((13, 9, 6), (1, 1, 1)), ((13, 9, 6), (1, 1, 1))]"
"(12, 5, 19, 0)","[((13, '?', 0), (1, 0, 1))]"
"(12, 9, 10, 0)","[((13, 6, 8), (1, 1, 1))]"
"(12, 9, 19, 0)","[((13, '?', 6), (1, 0, 1)), ((13, 9, 6), (1, 1, 1))]"
"(12, 10, 9, 0)","[((13, 6, 0), (1, 1, 1)), ((13, 6, 8), (1, 1, 1)), ((13, '?', 0), (1, 0, 1)), ((13, 7, 0), (1, 1, 1)), ((13, 7, 0), (1, 1, 1)), ((13, 6, 0), (1, 1, 1))]"
"(12, 10, 12, 0)","[((13, 6, 8), (1, 1, 1)), ((13, 6, 8), (1, 1, 1)), ((13, 7, 0), (1, 1, 1)), ((13, 6, 0), (1, 1, 1))]"
"(12, 12, 5, 0)","[((13, '?', 0), (1, 0, 1))]"
"(12, 12, 9, 0)","[((13, 6, 0), (1, 1, 1)), ((13, 6, 8), (1, 1, 1)), ((13, 7, 0), (1, 1, 1)), ((13, 7, 8), (1, 1, 1)), ((13, 7, 0), (1, 1, 1)), ((13, 7, 0), (1, 1, 1)), ((13, 7, 8), (1, 1, 1))]"
"(12, 12, 12, 0)","[((13, 7, 8), (1, 1, 1)), ((13, 7, 8), (1, 1, 1)), ((13, 7, 0), (1, 1, 1)), ((13, 7, 0), (1, 1, 1)), ((13, 7, 8), (1, 1, 1)), ((13, 7, 8), (1, 1, 1))]"
"(12, 12, 47, 0)","[((13, 9, 6), (1, 1, 1))]"
"(12, 14, 10, 0)","[((13, 10, 0), (1, 1, 1)), ((13, 10, 0), (1, 1, 1)), ((13, 8, 0), (1, 1, 1)), ((13, 10, 0), (1, 1, 1)), ((13, 8, 8), (1, 1, 1)), ((13, 13, 8), (1, 1, 1)), ((13, 13, 8), (1, 1, 1)), ((13, 13, 8), (1, 1, 1)), ((13, 8, 8), (1, 1, 1)), ((13, 10, 0), (1, 1, 1)), ((13, 10, 0), (1, 1, 1)), ((13, 13, 8), (1, 1, 1)), ((13, 8, 0), (1, 1, 1)), ((13, 13, 8), (1, 1, 1)), ((13, 8, 8), (1, 1, 1)), ((13, 8, 0), (1, 1, 1)), ((13, 8, 8), (1, 1, 1)), ((13, 13, 8), (1, 1, 1))]"
"(12, 19, 2, 0)","[((13, 12, 2), (1, 1, 1))]"
"(12, 29, 10, 0)","[((13, 6, 0), (1, 1, 1))]"
"(12, 32, 10, 0)","[((13, 8, 0), (1, 1, 1))]"
"(12, 40, 5, 0)","[((13, '?', 0), (1, 0, 1)), ((13, '?', 0), (1, 0, 1)), ((13, '?', 0), (1, 0, 1)), ((13, '?', 0), (1, 0, 1))]"
"(12, 43, 10, 0)","[((13, 6, 0), (1, 1, 1)), ((13, 6, 8), (1, 1, 1))]"
"(12, 47, 10, 0)","[((13, 4, 6), (1, 1, 1)), ((13, 4, 6), (1, 1, 1))]"
"(12, 47, 12, 0)","[((13, 4, 0), (1, 1, 1))]"
"(12, 47, 19, 0)","[((13, 4, 8), (1, 1, 1)), ((13, 4, 6), (1, 1, 1)), ((13, 9, 6), (1, 1, 1))]"
"(12, 47, 40, 0)","[((13, 4, 0), (1, 1, 1)), ((13, 4, 8), (1, 1, 1)), ((13, 4, 6), (1, 1, 1))]"
"(13, 2, 2, 0)","[((7, 9, '?'), (1, 1, 0)), ((7, 9, '?'), (1, 1, 0)), ((1, 4, '?'), (1, 1, 0)), ((1, 9, '?'), (1, 1, 0)), ((1, 9, '?'), (1, 1, 0)), ((7, 9, '?'), (1, 1, 0)), ((1, 9, '?'), (1, 1, 0)), ((7, 4, '?'), (1, 1, 0)), ((7, 4, '?'), (1, 1, 0)), ((7, 9, '?'), (1, 1, 0)), ((1, 4, '?'), (1, 1, 0)), ((1, 4, '?'), (1, 1, 0)), ((7, 9, '?'), (1, 1, 0)), ((7, 9, '?'), (1, 1, 0)), ((1, 4, '?'), (1, 1, 0)), ((1, 4, '?'), (1, 1, 0)), ((1, 4, '?'), (1, 1, 0)), ((1, 9, '?'), (1, 1, 0)), ((1, 9, '?'), (1, 1, 0)), ((7, 4, '?'), (1, 1, 0)), ((7, 4, '?'), (1, 1, 0)), ((7, 9, '?'), (1, 1, 0)), ((1, 9, '?'), (1, 1, 0)), ((1, 9, '?'), (1, 1, 0)), ((7, 9, '?'), (1, 1, 0)), ((1, 4, '?'), (1, 1, 0)), ((1, 4, '?'), (1, 1, 0)), ((7, 4, '?'), (1, 1, 0)), ((1, 9, '?'), (1, 1, 0)), ((7, 4, '?'), (1, 1, 0)), ((1, 4, '?'), (1, 1, 0))]"
"(13, 2, 5, 0)","[((0, 9, '?'), (1, 1, 0)), ((0, 4, '?'), (1, 1, 0)), ((0, 4, '?'), (1, 1, 0)), ((0, 9, '?'), (1, 1, 0)), ((9, 9, '?'), (1, 1, 0)), ((0, 9, '?'), (1, 1, 0)), ((9, 9, '?'), (1, 1, 0)), ((9, 4, '?'), (1, 1, 0)), ((9, 4, '?'), (1, 1, 0)), ((9, 9, '?'), (1, 1, 0)), ((9, 9, '?'), (1, 1, 0)), ((0, 9, '?'), (1, 1, 0)), ((0, 4, '?'), (1, 1, 0)), ((14, 9, '?'), (1, 1, 0)), ((0, 9, '?'), (1, 1, 0)), ((14, 9, '?'), (1, 1, 0)), ((9, 9, '?'), (1, 1, 0)), ((9, 4, '?'), (1, 1, 0)), ((9, 9, '?'), (1, 1, 0)), ((9, 4, '?'), (1, 1, 0)), ((0, 9, '?'), (1, 1, 0)), ((9, 9, '?'), (1, 1, 0)), ((0, 9, '?'), (1, 1, 0)), ((14, 9, '?'), (1, 1, 0)), ((9, 4, '?'), (1, 1, 0)), ((0, 4, '?'), (1, 1, 0)), ((0, 4, '?'), (1, 1, 0)), ((14, 9, '?'), (1, 1, 0)), ((9, 4, '?'), (1, 1, 0)), ((0, 4, '?'), (1, 1, 0)), ((14, 9, '?'), (1, 1, 0)), ((0, 9, '?'), (1, 1, 0)), ((9, 9, '?'), (1, 1, 0))]"
"(13, 3, 3, 0)","[((0, 13, 14), (1, 1, 1)), ((9, 8, 3), (1, 1, 1)), ((0, 13, 13), (1, 1, 1)), ((0, 10, 3), (1, 1, 1)), ((9, 8, 1), (1, 1, 1)), ((9, 8, 14), (1, 1, 1)), ((9, 8, 3), (1, 1, 1)), ((9, 13, 3), (1, 1, 1)), ((9, 13, 1), (1, 1, 1)), ((9, 10, 1), (1, 1, 1)), ((0, 8, 1), (1, 1, 1)), ((9, 8, 14), (1, 1, 1)), ((9, 13, 13), (1, 1, 1)), ((9, 13, 13), (1, 1, 1)), ((9, 13, 3), (1, 1, 1)), ((0, 10, 3), (1, 1, 1)), ((9, 10, 3), (1, 1, 1)), ((0, 8, 14), (1, 1, 1)), ((9, 8, 1), (1, 1, 1)), ((9, 13, 1), (1, 1, 1)), ((9, 10, 1), (1, 1, 1)), ((0, 13, 14), (1, 1, 1)), ((9, 8, 3), (1, 1, 1)), ((9, 13, 1), (1, 1, 1)), ((9, 10, 3), (1, 1, 1)), ((0, 13, 14), (1, 1, 1)), ((9, 8, 3), (1, 1, 1)), ((9, 8, 1), (1, 1, 1)), ((9, 10, 13), (1, 1, 1)), ((9, 10, 14), (1, 1, 1)), ((9, 10, 7), (1, 1, 1)), ((9, 8, 7), (1, 1, 1)), ((9, 13, 13), (1, 1, 1)), ((9, 13, 7), (1, 1, 1)), ((9, 10, 14), (1, 1, 1)), ((9, 10, 3), (1, 1, 1)), ((0, 8, 9), (1, 1, 1)), ((0, 13, 3), (1, 1, 1)), ((9, 10, 14), (1, 1, 1)), ((9, 13, 3), (1, 1, 1)), ((9, 10, 14), (1, 1, 1)), ((9, 13, 3), (1, 1, 1)), ((0, 10, 1), (1, 1, 1)), ((0, 13, 1), (1, 1, 1)), ((9, 13, 3), (1, 1, 1)), ((9, 13, 3), (1, 1, 1)), ((9, 10, 1), (1, 1, 1)), ((9, 8, 3), (1, 1, 1)), ((0, 10, 1), (1, 1, 1)), ((9, 8, 1), (1, 1, 1)), ((0, 13, 13), (1, 1, 1)), ((0, 13, 3), (1, 1, 1)), ((0, 13, 14), (1, 1, 1)), ((0, 13, 13), (1, 1, 1)), ((9, 8, 13), (1, 1, 1)), ((9, 10, 13), (1, 1, 1)), ((9, 13, 13), (1, 1, 1)), ((9, 13, 7), (1, 1, 1)), ((0, 13, 14), (1, 1, 1)), ((9, 8, 1), (1, 1, 1)), ((9, 10, 13), (1, 1, 1)), ((9, 13, 3), (1, 1, 1)), ((9, 8, 14), (1, 1, 1)), ((9, 13, 13), (1, 1, 1)), ((9, 10, 1), (1, 1, 1)), ((0, 10, 1), (1, 1, 1)), ((0, 10, 1), (1, 1, 1)), ((9, 10, 1), (1, 1, 1)), ((9, 8, 3), (1, 1, 1)), ((0, 13, 14), (1, 1, 1)), ((0, 10, 1), (1, 1, 1)), ((0, 13, 13), (1, 1, 1)), ((0, 13, 13), (1, 1, 1)), ((9, 8, 14), (1, 1, 1)), ((9, 13, 13), (1, 1, 1)), ((9, 8, 14), (1, 1, 1)), ((9, 8, 14), (1, 1, 1)), ((9, 10, 14), (1, 1, 1)), ((9, 10, 13), (1, 1, 1)), ((9, 10, 14), (1, 1, 1)), ((9, 10, 1), (1, 1, 1)), ((9, 10, 1), (1, 1, 1)), ((9, 10, 13), (1, 1, 1)), ((9, 8, 1), (1, 1, 1)), ((0, 13, 3), (1, 1, 1)), ((9, 10, 3), (1, 1, 1)), ((0, 13, 13), (1, 1, 1)), ((0, 10, 1), (1, 1, 1)), ((9, 8, 1), (1, 1, 1)), ((9, 13, 13), (1, 1, 1)), ((9, 10, 14), (1, 1, 1)), ((9, 8, 1), (1, 1, 1)), ((9, 13, 7), (1, 1, 1)), ((9, 13, 1), (1, 1, 1)), ((0, 10, 14), (1, 1, 1)), ((0, 13, 14), (1, 1, 1)), ((0, 10, 14), (1, 1, 1)), ((9, 13, 13), (1, 1, 1)), ((9, 8, 14), (1, 1, 1)), ((0, 13, 3), (1, 1, 1)), ((9, 10, 1), (1, 1, 1)), ((0, 13, 14), (1, 1, 1)), ((0, 10, 1), (1, 1, 1)), ((9, 13, 1), (1, 1, 1)), ((0, 10, 1), (1, 1, 1))]"
